"REFERENCE_NUMBER","EASTING","NORTHING","NUMBER_OF_VEHICLES","ACCIDENT_DATE","TIME_24HR","ROAD_CLASS","ROAD_SURFACE","LIGHTING_CONDITIONS","WEATHER_CONDITIONS","CASUALTY_CLASS","CASUALTY_SEVERITY","SEX_OF_CASUALTY","AGE_OF_CASUALTY","VEHICLE_TYPE","ROAD_CLASS_CODE","ROAD_SURFACE_CODE","LIGHTING_CODE","WEATHER_CODE","CASUALTY_CLASS_CODE","CASUALTY_SEVERITY_CODE","SEX_OF_CASUALTY_CODE","AGE_OF_CASUALTY_CODE","VEHICLE_TYPE_CODE"
"10AA0006416","428854","433937","1","10-Oct-10","1230","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Female","24","Taxi/Private hire car","6","1","1","1","3","3","2","24","8"
"10AA0006416","428854","433937","1","10-Oct-10","1230","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Male","23","Taxi/Private hire car","6","1","1","1","3","3","1","23","8"
"10AA0006418","424127","444004","4","10-Oct-10","1642","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Female","60","Car","3","1","1","1","","2","2","60","9"
"10AA0006432","422299","440473","3","10-Oct-10","2028","Unclassified","Dry","Darkness: no street lighting","Fine without high winds","Driver","Slight","Male","22","Car","6","1","6","1","","3","1","22","9"
"10BA0006417","430119","435592","1","11-Oct-10","1935","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","49","Car","6","1","4","1","","3","1","49","9"
"10BA0006417","430119","435592","1","11-Oct-10","1935","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","44","Car","6","1","4","1","","3","1","44","9"
"10BA0006427","431965","437041","2","11-Oct-10","1730","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","46","Pedal cycle","6","1","1","1","","3","1","46","1"
"10CA0006428","429756","434499","1","11-Oct-10","937","A","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","37","Bus or coach (17 or more passenger seats)","3","1","1","1","","3","2","37","11"
"10CA0006440","428595","432790","2","11-Oct-10","2019","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Female","26","Car","3","1","4","1","","3","2","26","9"
"10AA0006484","429936","434256","2","12-Oct-10","1200","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","28","Pedal cycle","3","1","1","1","","3","1","28","1"
"10AA0006508","423924","434667","1","12-Oct-10","1820","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Male","5","Car","6","1","1","1","3","2","1","5","9"
"10AA0006991","425810","434173","2","12-Oct-10","1535","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","41","Pedal cycle","3","1","1","1","","3","1","41","1"
"10BA0000123","432177","434624","2","09-Jan-10","1600","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","26","Car","6","1","1","1","","3","2","26","9"
"10CA0000303","426784","430438","2","09-Jan-10","2358","A","Frost/ Ice","Darkness: street lights present and lit","Snowing without high winds","Pedestrian","Slight","Male","24","Car","3","","4","3","3","3","1","24","9"
"10AA0000117","426380","437870","2","10-Jan-10","4","Unclassified","Snow","Darkness: street lights present and lit","Other","Driver","Slight","Male","22","Car","6","3","4","8","","3","1","22","9"
"10AA0000117","426380","437870","2","10-Jan-10","4","Unclassified","Snow","Darkness: street lights present and lit","Other","Driver","Slight","Male","40","Car","6","3","4","8","","3","1","40","9"
"10AA0000386","422475","432947","1","10-Jan-10","1305","Unclassified","Snow","Daylight: street lights present","Snowing without high winds","Pedestrian","Slight","Male","26","Car","6","3","1","3","3","3","1","26","9"
"10BA0000195","431966","435821","2","10-Jan-10","1905","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Driver","Slight","Male","53","Car","3","2","4","2","","3","1","53","9"
"10BA0000195","431966","435821","2","10-Jan-10","1905","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Driver","Slight","Male","23","Car","3","2","4","2","","3","1","23","9"
"10BA0000195","431966","435821","2","10-Jan-10","1905","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Passenger","Slight","Female","40","Car","3","2","4","2","","3","2","40","9"
"10BA0000195","431966","435821","2","10-Jan-10","1905","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Passenger","Slight","Male","22","Car","3","2","4","2","","3","1","22","9"
"10BA0000195","431966","435821","2","10-Jan-10","1905","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Passenger","Slight","Male","15","Car","3","2","4","2","","3","1","15","9"
"10BA0000195","431966","435821","2","10-Jan-10","1905","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Passenger","Slight","Male","21","Car","3","2","4","2","","3","1","21","9"
"10CA0000193","429716","431856","1","10-Jan-10","449","Unclassified","Frost/ Ice","Darkness: street lights present and lit","Other","Driver","Slight","Male","24","Car","6","","4","8","","3","1","24","9"
"10AA0000155","425451","438747","2","11-Jan-10","1940","Unclassified","Snow","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Female","61","Car","6","3","4","1","","3","2","61","9"
"10AA0000157","419385","432660","1","11-Jan-10","1555","Unclassified","Snow","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Female","7","Car","6","3","4","1","3","3","2","7","9"
"10AA0000157","419385","432660","1","11-Jan-10","1555","Unclassified","Snow","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Female","33","Car","6","3","4","1","3","3","2","33","9"
"10AA0000157","419385","432660","1","11-Jan-10","1555","Unclassified","Snow","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Female","5","Car","6","3","4","1","3","3","2","5","9"
"10BA0000224","435127","441257","2","11-Jan-10","825","Unclassified","Snow","Daylight: street lights present","Snowing without high winds","Driver","Slight","Male","26","Car","6","3","1","3","","3","1","26","9"
"10CA0000444","430804","433254","2","11-Jan-10","46","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Female","82","Car","3","2","4","1","","3","2","82","9"
"10CA0000444","430804","433254","2","11-Jan-10","46","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Female","56","Car","3","2","4","1","","3","2","56","9"
"10CA0000444","430804","433254","2","11-Jan-10","46","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","19","Car","3","2","4","1","","3","1","19","9"
"10AA0000204","427953","432874","1","12-Jan-10","630","B","Frost/ Ice","Darkness: street lighting unknown","Fine with high winds","Pedestrian","Serious","Male","93","Car","4","","7","4","3","2","1","93","9"
"10AA0000395","425412","440434","2","12-Jan-10","1420","Unclassified","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Male","35","Pedal cycle","6","2","1","2","","3","1","35","1"
"10CA0000267","430092","432869","2","12-Jan-10","1750","A","Wet / Damp","Darkness: street lights present and lit","Other","Driver","Slight","Male","46","Car","3","2","4","8","","3","1","46","9"
"10MU0000265","439212","434013","1","12-Jan-10","2005","Motorway","Wet / Damp","Darkness: no street lighting","Fine without high winds","Driver","Slight","Male","28","Goods vehicle 3.5 tonnes mgw and under","1","2","6","1","","3","1","28","19"
"10AA0000275","426338","438939","2","13-Jan-10","1350","Unclassified","Frost/ Ice","Daylight: street lights present","Other","Driver","Slight","Male","28","Car","6","","1","8","","3","1","28","9"
"10AA0000275","426338","438939","2","13-Jan-10","1350","Unclassified","Frost/ Ice","Daylight: street lights present","Other","Passenger","Slight","Male","25","Car","6","","1","8","","3","1","25","9"
"10BA0000385","431035","439065","2","13-Jan-10","715","Unclassified","Frost/ Ice","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","32","Car","6","","4","1","","3","1","32","9"
"10CA0000317","424964","427568","1","13-Jan-10","139","A","Frost/ Ice","Darkness: street lights present and lit","Raining without high winds","Driver","Slight","Male","39","Goods vehicle 7.5 tonnes mgw and over","3","","4","2","","3","1","39","21"
"10CA0001024","429797","433779","2","13-Jan-10","830","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","25","Car","6","1","1","1","","3","1","25","9"
"10BA0000322","430725","435018","2","14-Jan-10","1900","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","61","Car","3","2","4","1","","3","1","61","9"
"10BA0000388","436093","434819","2","14-Jan-10","1900","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Serious","Male","16","Pedal cycle","3","2","4","1","","2","1","16","1"
"10BA0000384","434455","433701","2","15-Jan-10","1615","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","14","Car","6","2","1","1","","3","2","14","9"
"10BA0000555","430801","438596","1","15-Jan-10","1800","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Female","17","Car","6","2","4","1","3","3","2","17","9"
"10CA0000326","425689","426886","1","15-Jan-10","1339","B","Wet / Damp","Daylight: street lights present","Raining without high winds","Passenger","Slight","Male","62","Bus or coach (17 or more passenger seats)","4","2","1","2","","3","1","62","11"
"10CA0000391","429188","431294","1","15-Jan-10","905","Unclassified","Wet / Damp","Daylight: street lights present","Raining without high winds","Pedestrian","Slight","Male","44","Car","6","2","1","2","3","3","1","44","9"
"10AA0000302","425218","437646","1","16-Jan-10","100","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Serious","Male","25","Car","6","2","4","1","","2","1","25","9"
"10AA0000338","425824","429806","1","16-Jan-10","1325","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","59","Taxi/Private hire car","3","1","1","1","","3","1","59","8"
"10BA0000406","432090","435866","1","16-Jan-10","2100","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Female","36","Car","3","2","4","1","3","3","2","36","9"
"10CA0000332","425687","426882","1","16-Jan-10","1210","B","Wet / Damp","Daylight: street lights present","Raining without high winds","Passenger","Slight","Female","14","Bus or coach (17 or more passenger seats)","4","2","1","2","","3","2","14","11"
"10MU0000431","436189","431145","1","16-Jan-10","927","Motorway","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Female","23","Car","1","2","1","2","","3","2","23","9"
"10BA0000381","443329","437455","1","17-Jan-10","1445","Unclassified","Snow","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Female","16","Car","6","3","1","1","3","3","2","16","9"
"10AA0000397","428527","434276","3","18-Jan-10","1635","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","35","Taxi/Private hire car","6","2","4","1","","3","1","35","8"
"10AA0000397","428527","434276","3","18-Jan-10","1635","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","43","Car","6","2","4","1","","3","1","43","9"
"10AA0000400","425062","433368","2","18-Jan-10","2056","B","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Female","22","Car","4","2","4","1","","3","2","22","9"
"10CA0002177","429121","433562","2","25-Mar-10","753","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","19","Car","3","1","1","1","","3","2","19","9"
"10MU0002211","443277","439467","3","25-Mar-10","1150","A(M)","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","50","Car","2","1","1","1","","3","2","50","9"
"10MU0002211","443277","439467","3","25-Mar-10","1150","A(M)","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","45","Car","2","1","1","1","","3","1","45","9"
"10AA0002168","425917","436241","2","26-Mar-10","1330","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","50","Car","3","1","1","1","","3","2","50","9"
"10AA0002173","428297","432860","2","26-Mar-10","1445","B","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","18","Car","4","1","1","1","","3","1","18","9"
"10AA0002173","428297","432860","2","26-Mar-10","1445","B","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Male","45","Car","4","1","1","1","","2","1","45","9"
